RecID,attrNr,label,exists-1,exists-2,exists-3,exists-4,exists-5
1,11,0,0,1,0,0,0
1,16,0,0,1,1,0,0
10,14,0,0,1,0,0,1
10,5,0,0,1,0,0,1
10,6,0,0,1,0,0,1
10,8,0,0,1,0,0,0
100,17,0,0,1,0,0,0
1000,10,0,0,1,0,0,0
1000,12,0,0,1,0,0,0
1000,13,0,0,1,0,0,0
1000,6,1,0,1,0,0,1
10000,17,0,0,0,0,0,0
10000,3,0,0,0,0,0,0
1001,16,0,0,1,0,0,0
1001,3,0,0,1,0,0,0
1002,17,0,0,0,0,0,0
1002,4,0,0,0,0,0,1
1003,2,0,0,1,0,0,1
1003,6,1,0,1,1,0,1
1004,10,0,0,1,0,0,0
1004,18,0,0,1,0,0,1
1004,2,0,0,1,0,0,1
1004,6,1,0,1,1,0,1
1005,11,0,0,1,0,0,0
1005,16,0,0,1,0,0,0
1006,9,0,0,1,0,0,1
1007,10,0,0,1,0,0,0
1007,16,0,0,1,0,0,0
1007,6,0,0,1,0,0,1
1008,18,0,0,1,0,0,1
1008,8,0,0,1,0,0,0
1009,13,0,0,1,0,0,0
1009,9,0,0,1,0,0,1
101,18,0,0,1,1,0,1
101,5,0,0,1,0,0,1
1010,2,0,0,1,0,0,1
1011,18,0,0,1,1,0,1
1012,16,0,0,1,1,0,0
1013,10,0,0,1,0,0,0
1013,2,0,0,1,0,0,1
1013,3,0,0,1,0,0,0
1013,7,0,0,1,0,0,1
1013,9,1,1,1,1,0,1
1014,6,1,0,1,1,0,1
1015,14,1,0,1,1,0,1
1015,18,0,0,1,0,0,1
1015,2,0,0,1,0,0,1
1015,7,0,0,1,0,0,1
1016,14,1,0,1,1,0,1
1016,7,0,0,1,0,0,1
1017,13,0,0,1,0,0,0
1017,15,0,0,1,0,0,0
1018,16,0,0,1,0,0,0
102,13,0,0,1,1,0,0
102,15,0,0,1,0,0,0
102,5,0,0,1,0,0,1
102,7,1,0,1,0,0,1
102,9,1,0,1,0,0,1
1021,13,0,0,1,0,0,0
1022,10,0,0,1,0,0,0
1022,9,1,1,1,1,0,1
1023,12,0,0,1,1,0,0
1023,6,0,0,1,0,0,1
1024,10,0,0,1,0,0,0
1024,18,0,0,1,0,0,0
1024,3,0,0,1,0,0,0
1026,11,0,0,1,0,0,0
1026,18,0,0,1,0,0,1
1028,10,0,0,1,0,0,0
1028,15,0,0,1,0,0,0
1028,4,0,0,1,0,0,1
1028,7,0,0,1,0,0,1
1029,12,0,0,1,1,0,0
1029,16,0,0,1,1,0,0
1029,5,0,0,1,0,0,1
103,8,0,0,1,0,0,0
1031,11,0,0,1,0,0,0
1031,14,0,0,1,0,0,1
1033,14,0,0,1,0,0,0
1033,2,0,0,1,0,0,0
1033,9,0,0,1,0,0,1
1034,11,0,0,1,0,0,0
1034,13,0,0,1,0,0,0
1034,3,0,0,1,0,0,0
