78,9
108,9
113,9
131,9
133,9
189,9
261,9
267,9
298,17
299,17
300,17
302,17
303,17
306,17
307,17
309,17
311,17
321,9
340,9
358,9
390,9
428,9
452,17
512,9
557,9
558,9
583,9
584,9
592,17
593,17
595,17
596,17
598,17
609,17
610,17
611,17
615,17
616,17
655,9
659,17
662,17
663,17
730,9
750,9
847,9
851,9
946,9
948,17
949,17
953,9
953,17
954,17
958,9
1024,17
1025,17
1027,17
1029,17
1030,17
1050,17
1051,17
1053,17
1075,9
1087,9
1109,17
1112,17
1115,17
1127,17
1128,17
1129,17
1130,17
1131,17
1132,17
1142,9
1166,9
1251,17
1252,17
1254,17
1256,17
1258,17
1394,9
1430,9
1432,9
1538,17
1540,17
1555,9
1562,17
1565,17
1568,17
1569,17
1650,17
1662,17
1663,9
1663,17
1665,17
1669,17
1712,9
1713,9
1749,9
1769,17
1770,17
1773,17
1811,9
1946,9
1852,9
1855,9
1927,9
1998,9
2076,17
2075,17
2077,17
2080,17
2082,17
2085,17
2086,17
2090,17
2092,17
2093,17
2094,17
2095,17
2098,17
2099,17
2100,4
2101,4
2102,4
2104,4
2105,4
2107,4
2108,4
2109,4
2113,4
2115,4
2116,4
2116,9
2117,4
2122,4
2124,4
2154,9
2171,9
2220,17
2222,17
2240,9
2246,9
2256,2
2256,10
2258,2
2258,10
2259,2
2259,10
2260,2
2260,10
2261,2
2261,10
2262,2
2262,10
2263,2
2263,10
2266,2
2266,10
2267,2
2267,10
2269,2
2269,10
2271,2
2271,10
2273,2
2273,10
2284,9
2290,9
2292,9
2315,9
2353,9
2357,9
2425,9
2438,9
2455,2
2455,10
2457,2
2457,10
2457,17
2458,2
2458,9
2458,10
2458,17
2459,2
2459,10
2460,2
2460,10
2460,17
2461,2
2461,10
2461,17
2463,2
2463,10
2464,2
2464,10
2466,2
2466,10
2470,2
2470,10
2471,2
2471,10
2473,2
2473,10
2473,17
2475,2
2475,10
2475,17
2478,2
2478,10
2478,17
2479,2
2479,10
2479,17
2481,2
2481,10
2481,17
2482,2
2482,10
2482,17
2483,2
2483,10
2483,17
2484,2
2484,10
2484,17
2486,2
2486,10
2486,17
2491,2
2491,10
2491,17
2493,2
2493,9
2493,10
2493,17
2496,2
2496,10
2496,17
2498,2
2498,10
2498,17
2500,2
2500,10
2500,17
2501,2
2501,10
2501,17
2502,2
2502,10
2502,17
2503,2
2503,9
2503,10
2503,17
2505,4
2505,17
2506,4
2506,17
2508,4
2508,17
2513,4
2513,9
2516,4
2517,4
2518,4
2519,4
2521,4
2523,4
2523,17
2524,4
2524,17
2525,4
2525,17
2529,4
2529,17
2530,17
2531,17
2532,17
2534,17
2547,17
2548,17
2551,17
2552,17
2554,17
2574,9
2574,17
2578,17
2579,17
2580,10
2610,8
2612,8
2613,8
2615,8
2617,8
2620,8
2621,8
2623,8
2624,8
2625,8
2626,8
2629,8
2630,8
2632,8
2658,8
2659,8
2661,8
2665,8
2667,8
2671,8
2672,8
2674,8
2677,8
2682,8
2684,8
2685,8
2694,17
2695,17
2708,17
2710,17
2712,17
2715,17
2820,8
2822,8
2823,8
2824,8
2826,8
2827,8
2834,8
2834,17
2835,8
2835,17
2836,8
2836,17
2837,8
2837,17
2839,8
2839,17
2841,8
2844,8
2846,8
2847,8
2848,8
2849,8
2850,8
2853,8
2856,8
2857,8
2858,8
2860,8
2861,8
2863,8
2864,8
3105,17
3119,17
3123,17
3418,7
3437,7
3462,7
3466,9
3527,7
3624,7
3691,17
3694,17
3695,17
3696,17
3697,17
3741,17
8008,17
3759,17
3760,17
3763,17
3766,17
3770,7
3770,17
3771,7
3771,17
3778,17
3781,17
3782,17
3785,17
3786,17
3787,17
3788,17
3789,17
3790,17
3792,17
3795,17
3816,7
3962,9
4002,9
4005,9
4014,9
4062,7
4071,7
4146,17
4148,17
4149,17
4150,17
4157,17
4159,17
4160,17
4161,17
4175,17
4178,17
4182,17
4186,17
4212,9
4213,7
4248,17
4249,17
4251,17
4255,17
4258,17
4259,17
4388,7
4471,7
4501,10
4502,10
4503,10
4504,10
4505,10
4506,10
4506,17
4507,10
4507,17
4510,2
4510,10
4511,2
4511,10
4512,2
4512,10
4513,2
4513,10
4517,2
4517,10
4519,2
4519,10
4521,2
4521,10
4522,2
4522,7
4522,10
4522,17
4524,2
4524,10
4527,10
4529,10
4531,10
4531,17
4533,2
4533,10
4535,2
4535,7
4535,10
4537,2
4537,10
4538,2
4538,10
4540,2
4540,10
4543,2
4543,10
4546,2
4546,10
4547,2
4547,10
4550,2
4550,10
4551,10
4554,10
4554,17
4555,10
4555,17
4556,10
4556,17
4560,2
4560,10
4562,2
4562,10
4567,2
4567,10
4569,2
4569,10
4569,17
4570,2
4570,10
4570,17
4571,2
4571,10
4571,17
4574,2
4574,10
4574,17
4575,2
4575,10
4575,17
4597,17
4601,17
4602,17
4604,17
4607,17
4608,17
4612,17
4614,17
4620,17
4621,17
4627,17
4628,17
4631,17
4632,17
4643,17
4645,17
4647,17
4648,17
4651,17
4652,17
4654,17
4670,17
4671,17
4674,17
4686,7
4693,17
4701,17
4702,17
4703,17
4705,17
4718,17
4720,17
4722,17
4723,17
4725,7
4725,17
4731,17
4743,17
4744,17
4746,17
4747,17
4748,17
4749,17
4752,17
4753,17
4754,17
4755,17
4756,17
4770,17
4771,17
4772,17
4774,17
4777,17
4779,17
4782,17
4794,17
4795,17
4796,17
4798,17
4799,17
4818,17
4852,7
4852,17
4853,17
4855,17
4856,17
4858,17
4859,17
4862,17
4863,17
4864,17
4865,17
4868,17
4870,17
4871,17
4872,17
4873,17
4876,10
4877,10
4878,10
4967,9
4997,9
5002,9
5031,9
5118,7
5275,7
5290,7
5293,7
5311,5
5312,5
5313,5
5314,5
5318,5
5320,5
5321,5
5322,5
5323,5
5324,5
5325,5
5328,5
5330,5
5353,7
5423,7
5425,17
5427,17
5428,17
5430,17
5495,7
5563,7
5622,7
5644,7
5754,17
5755,17
5757,17
5758,17
5759,17
5771,9
5779,9
5805,7
5860,10
5860,17
5862,10
5862,17
5863,10
5863,17
5866,10
5866,17
5867,2
5867,10
5868,2
5868,10
5869,2
5869,10
5870,2
5870,10
5871,2
5871,10
5874,2
5874,10
5876,2
5876,10
5877,2
5877,10
5878,2
5878,10
5881,2
5881,10
5881,17
5883,2
5883,10
5884,2
5884,10
5885,10
5888,10
5891,10
5892,2
5892,10
5893,2
5893,10
5896,2
5896,10
5899,2
5899,10
5900,2
5900,10
5902,2
5902,10
5903,2
5903,10
5905,2
5905,10
5906,2
5906,10
5906,17
5907,2
5907,10
5985,17
5987,17
5989,17
5990,17
5991,17
5998,17
5999,17
6001,17
6003,17
6004,17
6008,17
6027,9
6033,9
6065,17
6066,17
6067,17
6069,17
6070,17
6071,17
6072,17
6073,17
6074,17
6075,17
6076,17
6077,17
6078,17
6079,17
6090,17
6091,17
6092,17
6093,17
6095,17
6096,17
6103,17
6104,17
6110,17
6114,17
6132,17
6133,17
6134,17
6136,17
6139,17
6157,17
6161,17
6182,17
6185,17
6188,17
6209,7
6209,17
6234,17
6235,17
6236,17
6240,17
6241,17
6244,17
6246,17
6258,17
6260,17
6261,17
6262,17
6264,17
6274,7
6282,17
6284,17
6285,17
6286,17
6289,17
6324,9
6330,9
6333,7
6333,17
6335,17
6336,7
6336,17
6338,17
6340,17
6341,17
6343,17
6344,17
6358,17
6360,17
6363,17
6365,17
6387,17
6389,17
6390,17
6391,17
6392,17
6411,17
6412,17
6416,17
6438,17
6439,17
6441,17
6461,17
6467,17
6468,17
6486,17
6512,17
6513,17
6516,17
6521,7
6543,9
6586,17
6589,17
6590,17
6592,17
6661,17
6663,17
6664,17
6665,17
6666,17
6668,17
6670,10
6671,10
6691,9
6779,9
6906,9
6918,9
6983,4
6985,4
6990,4
6999,4
7000,4
7002,4
7007,4
7010,7
7015,7
7042,9
7073,7
7119,9
7148,7
7195,7
7222,9
7511,5
7268,9
7285,9
7340,7
7341,9
