5,6
6,6
7,6
18,5
18,8
40,5
40,8
41,5
41,8
43,5
43,8
44,5
44,8
46,5
46,8
47,5
47,8
47,9
48,5
48,8
53,9
54,9
55,5
55,8
55,9
56,5
56,8
56,9
57,5
57,8
57,9
59,5
59,8
60,5
60,8
61,5
61,8
62,5
62,8
63,5
63,8
65,9
66,5
66,8
66,9
67,5
67,8
68,9
143,8
144,8
145,8
146,8
149,8
150,8
153,8
160,9
161,9
162,9
172,8
173,5
173,8
175,8
199,5
199,8
201,6
207,6
208,6
209,6
210,6
211,6
221,6
222,6
223,5
223,8
226,6
227,5
227,8
250,5
250,8
251,5
251,8
255,9
260,9
261,9
275,9
278,9
284,9
285,9
286,9
287,9
288,9
297,9
298,9
300,5
300,8
301,5
301,8
302,5
302,8
303,5
303,8
304,6
305,6
306,6
313,8
316,5
316,8
316,9
317,5
317,8
324,5
324,8
324,9
325,5
325,8
325,9
326,5
326,8
326,9
330,5
330,8
331,5
331,8
332,5
332,8
333,5
333,8
334,5
334,8
336,9
337,5
337,8
339,5
341,5
341,8
344,3
345,3
345,5
345,8
346,3
346,5
346,8
347,3
347,5
347,8
348,3
348,5
348,8
349,3
349,9
350,3
350,9
351,3
351,9
352,3
353,3
354,3
355,3
356,3
357,3
358,3
359,3
360,3
360,5
360,8
361,3
361,5
361,8
362,3
363,3
363,5
363,8
385,5
385,8
386,5
386,8
396,9
397,9
398,9
410,5
410,8
412,6
418,6
419,6
420,6
428,6
429,5
429,8
430,5
430,6
430,8
431,5
431,8
432,6
433,5
433,8
436,5
436,8
437,5
437,8
438,5
438,8
439,5
439,8
440,6
441,6
442,6
443,6
444,6
454,5
454,8
477,5
477,8
495,5
495,8
496,5
496,8
497,5
497,8
500,5
500,8
501,5
501,8
502,5
502,8
503,5
503,8
504,6
504,9
505,6
505,9
506,6
506,9
515,6
516,5
516,8
518,6
519,5
519,8
520,9
526,9
527,9
528,9
529,9
530,9
541,9
543,5
543,8
553,6
554,6
555,6
568,5
572,9
579,9
580,9
581,9
585,9
586,9
588,9
589,9
593,5
593,8
596,6
601,6
602,6
603,6
615,5
615,8
635,5
635,8
661,5
661,8
662,5
662,8
666,3
667,3
667,5
667,8
668,3
668,5
668,8
669,3
669,5
669,8
670,3
670,5
670,8
671,3
671,6
671,9
672,3
672,6
672,9
673,3
673,6
673,9
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
683,6
684,3
684,5
684,8
685,3
687,5
687,8
688,5
688,8
695,5
695,6
695,8
696,5
696,6
696,8
697,5
697,6
697,8
698,5
698,6
698,8
699,5
699,6
699,8
700,5
700,6
700,8
703,5
703,8
704,5
704,8
705,5
705,8
706,5
706,8
707,5
707,8
708,5
708,8
709,5
709,8
710,5
710,8
711,5
711,8
712,5
712,8
713,5
713,8
714,5
714,8
715,5
715,8
715,9
716,5
716,8
717,5
717,8
718,6
719,6
720,6
721,6
724,5
724,8
725,5
725,8
742,5
742,6
742,8
743,5
743,6
743,8
744,6
745,6
746,5
746,6
746,8
747,5
747,6
747,8
748,6
749,6
750,5
750,6
750,8
751,5
751,6
751,8
752,6
753,6
758,5
758,8
759,5
759,8
762,5
762,8
763,5
763,8
766,5
766,8
767,5
767,8
770,5
770,8
771,5
771,8
774,5
774,8
775,5
775,8
780,5
780,8
781,5
781,8
782,5
782,6
782,8
783,5
783,6
783,8
784,6
785,6
