1,14
1,16
1,17
1,18
4,16
4,17
8,9
8,16
8,17
14,14
14,16
14,18
15,14
15,16
15,18
19,13
25,9
25,14
25,16
25,18
28,13
32,14
32,18
33,9
48,16
49,9
51,14
51,16
51,18
52,9
52,13
54,13
60,14
66,9
66,14
66,16
67,9
67,14
68,9
118,12
73,9
75,14
75,16
75,18
77,13
78,9
78,13
82,9
82,18
84,9
84,14
84,18
86,9
87,9
87,18
88,9
89,9
94,6
94,9
94,14
96,6
96,12
97,12
97,16
98,12
98,16
99,9
99,12
102,12
102,13
107,12
107,18
108,9
108,12
110,9
110,12
110,14
111,9
111,12
113,6
113,9
113,12
115,12
119,6
119,12
120,16
122,16
123,9
123,16
124,16
127,9
127,13
127,16
128,9
128,13
129,6
129,13
130,13
130,16
131,9
133,6
133,9
134,18
139,9
147,9
151,9
151,14
151,16
151,18
154,13
155,13
158,9
159,18
162,18
163,6
163,9
165,6
166,6
166,16
168,9
170,9
174,9
176,9
176,16
176,18
180,13
180,14
181,9
182,18
184,6
184,9
184,18
186,9
187,9
187,18
189,9
191,9
191,16
194,9
199,9
200,6
200,14
200,16
200,18
201,18
206,6
208,9
209,9
209,18
211,6
211,9
212,6
212,9
212,18
213,6
217,6
219,6
219,9
223,6
225,14
225,18
226,9
226,18
228,13
233,9
234,9
234,18
239,6
241,9
241,16
247,16
249,9
249,16
255,9
255,13
258,9
260,9
261,6
261,9
265,6
265,9
266,16
267,9
275,14
275,16
275,18
277,9
277,13
278,6
278,9
278,13
279,9
279,13
282,18
288,6
288,9
290,9
294,6
294,9
298,6
298,16
298,17
299,6
299,16
299,17
300,9
300,14
300,16
300,17
300,18
302,6
302,13
302,16
302,17
303,13
303,16
303,17
306,14
306,16
306,17
307,6
307,9
307,16
307,17
307,18
309,14
309,16
309,17
309,18
311,6
311,9
311,16
311,17
313,13
314,6
316,9
319,6
319,14
319,16
319,18
321,6
321,9
321,13
322,13
326,18
331,18
333,13
334,13
336,18
338,6
338,9
338,18
340,9
342,6
350,9
352,6
353,6
356,9
357,9
358,9
362,13
364,6
364,9
364,13
369,18
387,13
388,6
388,13
390,9
390,13
395,16
399,9
399,13
404,9
404,14
404,18
405,6
405,14
406,9
406,18
411,9
415,12
416,9
416,12
418,9
418,12
418,16
420,12
420,14
420,16
420,18
421,6
421,12
421,14
421,16
421,18
422,6
422,12
422,13
423,9
423,12
423,13
424,12
424,13
425,9
425,12
425,13
427,9
427,12
427,14
427,18
428,9
428,12
432,6
432,9
432,12
432,18
433,13
434,13
444,14
452,12
452,16
452,17
453,9
487,6
469,16
473,9
473,14
473,16
473,18
474,6
474,13
479,18
481,9
481,14
481,18
485,6
485,9
495,16
497,14
497,16
497,18
499,6
499,9
499,13
500,13
500,14
501,13
502,13
510,9
510,16
511,6
511,9
512,9
512,16
513,9
513,16
514,9
522,16
522,18
524,13
525,13
526,13
527,13
532,6
539,9
540,6
540,9
549,9
549,13
550,6
550,9
550,13
552,13
554,6
554,9
554,18
556,9
556,18
557,6
557,9
558,6
558,9
560,9
562,6
568,9
569,6
572,6
572,14
572,16
572,18
574,13
575,9
575,13
577,9
577,13
583,6
583,9
584,9
584,18
585,9
587,9
589,6
589,9
592,16
592,17
593,16
593,17
595,16
595,17
596,9
596,16
596,17
598,6
598,16
598,17
598,18
599,6
599,13
605,6
605,9
607,9
609,9
609,16
609,17
609,18
610,6
610,9
610,16
610,17
611,16
611,17
615,6
615,9
615,16
615,17
616,6
616,16
616,17
622,9
622,16
622,18
624,6
624,9
624,13
625,6
625,13
627,13
628,6
634,9
634,18
636,6
636,17
639,6
639,9
639,17
640,6
643,9
643,12
644,6
644,12
644,16
645,6
645,9
645,12
645,16
646,12
649,12
649,13
649,16
650,9
650,12
650,13
651,6
651,12
651,13
655,6
655,9
655,12
657,9
657,12
657,14
658,6
658,12
659,12
659,14
659,16
659,17
659,18
662,9
662,12
662,16
662,17
663,6
663,9
663,12
663,16
663,17
668,6
669,6
673,14
